,Unnamed: 0,Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
54853,19,29.6,6,57.7,1819.496789866389,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,13709,209,1500,1370.9,408.2500459277378,1370.9,0.0006696939468383,10,166668.1,SPOOFING
54854,20,14.4,6,182.6,26.845779168826848,0.0,0.2,0.0,0.2,0.4,0.0,0.0,4,2,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1585,54,512,158.5,144.48471660813587,158.5,0.0402984142303466,10,20875.83333333333,SPOOFING
54855,21,47.2,6,87.6,16858.13504823151,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6472,78,1500,647.2,717.7490740734769,647.2,7.631778717041016e-05,10,515163.7333333334,SPOOFING
54856,22,25.6,6,167.8,56.710591429398136,0.1,0.1,0.0,0.2,0.6,0.0,0.0,6,1,1,0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1271,66,409,127.1,109.53076685976816,127.1,0.0190645933151245,10,11996.988888888884,SPOOFING
54857,23,9.6,17,97.9,209.73197855828465,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.1,0.0,1.0,1.0,1031,50,214,103.1,55.02009733825551,103.1,0.0056038856506347,10,3027.2111111111108,SPOOFING
54858,24,23.2,6,153.3,272.754135885964,0.0,0.1,0.0,0.3,0.7,0.0,0.0,7,1,0,0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.2,0.1,0.0,0.8,0.8,3866,60,1500,386.6,592.6828269262855,386.6,0.0042982101440429,10,351272.9333333334,SPOOFING
54859,25,8.0,17,64.0,2833.032083755488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1009,94,163,100.9,21.81971585516181,100.9,0.0003530979156494,10,476.0999999999999,SPOOFING
54860,26,46.0,6,93.5,14573.67616400278,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7818,94,1500,781.8,725.093373297536,781.8,6.880760192871094e-05,10,525760.3999999999,SPOOFING
54861,27,32.0,6,64.0,277768.4768211921,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1961,66,1303,196.1,389.4447471864413,196.1,3.6954879760742175e-06,10,151667.21111111113,SPOOFING
54862,28,8.0,17,59.8,808.5405301204819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7446,46,1074,744.6,482.7348478547341,744.6,0.0042776107788085,10,233032.9333333333,SPOOFING
54863,29,32.0,6,109.6,115.21673680624993,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2967,66,1145,296.7,446.2179462499861,296.7,0.0086793899536132,10,199110.4555555556,SPOOFING
54864,30,8.0,17,153.2,100.09507627102464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1732,46,358,173.2,136.1696654096564,173.2,0.0108054161071777,10,18542.17777777777,SPOOFING
54865,31,23.6,6,114.1,461.76501673419057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9554,66,1500,955.4,626.3084437133725,955.4,0.0021656990051269,10,392262.2666666667,SPOOFING
54866,32,12.0,17,152.4,33.13462949811073,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.1,0.0,1.0,1.0,1562,62,230,156.2,68.84572124201571,156.2,0.0344290018081665,10,4739.733333333334,SPOOFING
54867,33,34.4,6,64.0,91.14525248925416,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1752,66,787,175.2,222.5557608031449,175.2,0.0192964076995849,10,49531.06666666667,SPOOFING
54868,34,18.4,6,119.5,53.51031025820617,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,900,50,230,90.0,56.68823119092318,90.0,0.0189746856689453,10,3213.555555555556,SPOOFING
54869,35,9.2,17,94.4,328.892792171131,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,6104,98,1074,610.4,400.0883791253017,610.4,0.003040599822998,10,160070.71111111113,SPOOFING
54870,36,12.8,17,78.4,64.68808076633009,0.1,0.0,0.0,0.0,0.3,0.0,0.0,3,0,1,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.3,0.0,0.0,0.7,0.7,594,50,66,59.4,5.89161362540952,59.4,0.0154879093170166,10,34.71111111111111,SPOOFING
54871,37,8.0,17,59.3,279.3688347154228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,1.0,872,46,342,87.2,90.94662659433216,87.2,0.0043781042098999,10,8271.288888888888,SPOOFING
54872,38,32.0,6,64.0,120.40937368123396,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4962,66,1500,496.2,692.6878084678551,496.2,0.0083254814147949,10,479816.4,SPOOFING
54873,39,8.4,17,83.1,72.60060617285447,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.1,0.0,1.0,1.0,653,50,123,65.3,24.828523024045463,65.3,0.0161695957183837,10,616.4555555555556,SPOOFING
54874,40,12.8,17,66.2,155.93077680911574,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,2998,66,423,299.8,142.0209687178466,299.8,0.0074088811874389,10,20169.95555555556,SPOOFING
54875,41,32.0,6,64.0,1947.758892913532,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14818,1474,1500,1481.8,12.559193180030846,1481.8,0.0007335186004638,10,157.7333333333333,SPOOFING
54876,42,32.0,6,232.0,4185.514419718591,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14061,561,1500,1406.1,296.93787228981074,1406.1,0.0002707004547119,10,88172.09999999995,SPOOFING
54877,43,9.2,17,78.0,231.9755763019336,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,827,46,230,82.7,67.33011543465855,82.7,0.0043585062026977,10,4533.344444444445,SPOOFING
54878,44,15.2,17,63.6,82.9262911067307,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,608,50,94,60.8,13.0707476620293,60.8,0.0126607179641723,10,170.8444444444444,SPOOFING
54879,45,7.2,17,53.6,198.0238706753286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,1.0,1.0,3991,46,757,399.1,355.11358120403617,399.1,0.0050502061843872,10,126105.65555555555,SPOOFING
54880,46,12.8,0,37.4,381.3454317328412,0.0,0.0,0.0,0.4,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.4,0.4,4079,60,1500,407.9,583.6752236189802,407.9,0.0049545049667358,10,340676.7666666666,SPOOFING
54881,47,8.0,17,10.9,898.8885793274898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1064,94,218,106.4,39.21224298608791,106.4,0.002039885520935,10,1537.6,SPOOFING
54882,48,7.2,17,82.9,75.65729046036849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,1.0,1.0,578,50,75,57.8,8.9044308571008,57.8,0.0148272991180419,10,79.2888888888889,SPOOFING
54883,49,10.4,17,80.1,2539.386087061815,0.1,0.0,0.0,0.0,0.1,0.0,0.0,1,0,1,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,1125,66,307,112.5,68.9045233154786,112.5,0.0003940105438232,10,4747.833333333333,SPOOFING
54884,50,8.0,17,59.5,187.36783796581705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3694,163,851,369.4,332.3355733792778,369.4,0.0060328960418701,10,110446.93333333332,SPOOFING
54885,51,27.2,6,119.1,63.281879670547696,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,9607,66,1500,960.7,697.8551346009348,960.7,0.0182706117630004,10,487001.7888888887,SPOOFING
54886,52,32.0,6,55.0,5903.313159746657,0.0,0.0,0.0,0.7,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15000,1500,1500,1500.0,0.0,1500.0,0.0001696109771728,10,0.0,SPOOFING
54887,53,21.6,6,125.9,86.10288487396511,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.9,0.9,1562,60,327,156.2,86.44175945558823,156.2,0.0116741180419921,10,7472.177777777777,SPOOFING
54888,54,26.0,6,59.3,259.99094994576166,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8705,54,1500,870.5,698.4655006194333,870.5,0.0038764953613281,10,487854.0555555556,SPOOFING
54889,55,8.0,17,64.4,607.5355601263072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1633,46,344,163.3,135.0679252985121,163.3,0.0027235031127929,10,18243.344444444447,SPOOFING
54890,56,43.2,6,99.4,16526.02048857368,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9186,94,1500,918.6,709.7968723515199,918.6,6.799697875976562e-05,10,503811.5999999999,SPOOFING
54891,57,8.0,17,64.0,13140.050125313282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7889,357,1074,788.9,226.26211447002,788.9,0.000324010848999,10,51194.54444444445,SPOOFING
54892,58,12.8,17,102.2,90.90405484190472,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,932,50,214,93.2,64.38909500494285,93.2,0.0121591091156005,10,4145.955555555556,SPOOFING
54893,59,44.0,6,87.6,15125.510277677606,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6402,78,1500,640.2,715.5730881219922,640.2,8.819103240966796e-05,10,512044.8444444444,SPOOFING
54894,60,12.8,17,80.8,83.19258659811808,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,779,50,214,77.9,50.87774016644651,77.9,0.0121760129928588,10,2588.5444444444443,SPOOFING
54895,61,36.8,6,174.4,269.19350490982606,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9288,78,1500,928.8,732.255693047176,928.8,0.003714895248413,10,536198.4,SPOOFING
54896,62,7.2,17,50.3,296.98182410377325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.9,0.9,1432,46,370,143.2,150.2781125484051,143.2,0.0033673048019409,10,22583.511111111107,SPOOFING
54897,63,8.0,17,64.0,7980.030441400304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,756,75,80,75.6,1.5776212754932308,75.6,0.000125503540039,10,2.4888888888888885,SPOOFING
54898,64,32.0,6,63.5,136.05986978904787,0.1,0.0,0.0,0.5,1.0,0.0,0.0,10,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2254,66,1500,225.4,448.3989295259301,225.4,0.0073498010635375,10,201061.6,SPOOFING
54899,65,8.0,17,60.0,6020.244007463758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,13920,1392,1392,1392.0,0.0,1392.0,0.0001662015914916,10,0.0,SPOOFING
54900,66,10.4,17,57.1,206.748361019372,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,2372,46,747,237.2,290.94398086229586,237.2,0.0049785137176513,10,84648.4,SPOOFING
54901,67,29.6,6,117.1,111.77329307583456,0.0,0.0,0.0,0.5,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,2297,66,728,229.7,261.8409398428324,229.7,0.0090837001800537,10,68560.67777777778,SPOOFING
54902,68,21.2,6,61.4,263.9354619479719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11262,54,1500,1126.2,576.9070404608816,1126.2,0.0039527177810668,10,332821.73333333334,SPOOFING
54903,69,40.8,6,93.5,23763.762039660058,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,7774,50,1500,777.4,729.8487210070012,777.4,4.2390823364257815e-05,10,532679.1555555555,SPOOFING
54904,70,14.8,6,81.2,60.81239705848238,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.8,0.8,2290,54,1500,229.0,450.3443127208336,229.0,0.0165132045745849,10,202810.0,SPOOFING
54905,71,20.0,6,89.6,53.14883382626128,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1624,62,677,162.4,188.3933237788549,162.4,0.0281133890151977,10,35492.044444444444,SPOOFING
54906,72,32.0,6,64.0,4514.373049187386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0002646207809448,10,0.0,SPOOFING
54907,73,11.2,17,45.4,570.3819949683824,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.1,0.1,0.0,0.9,0.9,582,50,70,58.2,6.828046735503663,58.2,0.0017910957336425,10,46.62222222222223,SPOOFING
54908,74,32.0,6,105.3,10415.455674199156,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3638,66,1500,363.8,599.8114148074654,363.8,9.610652923583984e-05,10,359773.7333333334,SPOOFING
54909,75,8.0,17,36.3,894.6321694430817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1076,94,230,107.6,43.00697617828995,107.6,0.0011204957962036,10,1849.6,SPOOFING
54910,76,11.2,17,153.1,15.192124428751963,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.1,0.1,0.0,0.9,0.9,2098,60,606,209.8,166.29678957280632,209.8,0.0677637815475463,10,27654.622222222228,SPOOFING
54911,77,34.4,6,111.2,15875.4882664648,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11852,78,1462,1185.2,583.5456375564049,1185.2,7.669925689697265e-05,10,340525.5111111111,SPOOFING
54912,78,23.2,6,62.6,71.76436167027401,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,3685,60,1500,368.5,490.5625455648965,368.5,0.0163775920867919,10,240651.61111111112,SPOOFING
54913,79,8.0,17,55.3,1125.745880079446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1895,46,763,189.5,297.315862715433,189.5,0.0008886098861694,10,88396.72222222222,SPOOFING
54914,80,10.4,17,56.0,268.93977186019225,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,3283,46,759,328.3,353.99907407286315,328.3,0.0041079998016357,10,125315.34444444446,SPOOFING
54915,81,30.8,6,163.0,841.114988168291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4950,54,1500,495.0,693.5257745751055,495.0,0.0011893987655639,10,480978.0,SPOOFING
54916,82,32.0,6,57.5,417.1195576506156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7830,66,1500,783.0,755.7843607802427,783.0,0.0030040979385375,10,571210.0,SPOOFING
54917,83,28.8,6,168.0,377.060150849088,0.0,0.0,0.0,0.7,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,9293,60,1500,929.3,736.8497585442142,929.3,0.0026524066925048,10,542947.5666666668,SPOOFING
54918,84,45.6,6,87.6,29310.30048916841,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6418,78,1500,641.8,714.2028656714655,641.8,6.680488586425781e-05,10,510085.7333333333,SPOOFING
54919,85,22.4,6,190.9,20.840671841841,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1120,54,214,112.0,57.582790639024935,112.0,0.0596994876861572,10,3315.777777777778,SPOOFING
54920,86,26.8,6,95.0,313.6373765245156,0.0,0.1,0.0,0.1,0.9,0.0,0.0,9,1,0,0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,936,54,218,93.6,62.750298804069445,93.6,0.0046819925308227,10,3937.6,SPOOFING
54921,87,32.0,6,64.0,178481.02127659574,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,5.698204040527343e-06,10,0.0,SPOOFING
54922,88,12.0,17,93.6,60.7559321100944,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.9,1149,50,414,114.9,118.13217644279273,114.9,0.0172486066818237,10,13955.211111111112,SPOOFING
54923,0,18.8,6,95.2,232.29805546171016,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,11539,66,1500,1153.9,573.1690559221307,1153.9,0.0043431043624877,10,328522.76666666666,SPOOFING
54924,1,32.0,6,164.2,1511.079727636272,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20728,66,8754,2072.8,3040.618679735352,2072.8,0.0007218837738037,10,9245361.955555554,SPOOFING
54925,2,32.0,6,155.5,1800.5168491092509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7812,66,1500,781.2,753.8901776784202,781.2,0.0005554914474487,10,568350.3999999999,SPOOFING
54926,3,23.6,6,113.6,79.4893642827903,0.0,0.0,0.0,0.6,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1184,54,230,118.4,65.2979496019762,118.4,0.0149726867675781,10,4263.822222222223,SPOOFING
54927,4,32.0,6,100.6,15263.11499272198,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3522,66,1500,352.2,603.364234936079,352.2,0.0001607179641723,10,364048.4,SPOOFING
54928,5,7.6,17,70.3,85.39709622052598,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.8,0.8,3284,46,713,328.4,321.86581054843333,328.4,0.0121394157409667,10,103597.6,SPOOFING
54929,6,48.8,6,137.2,4118.523173605656,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6552,94,1500,655.2,724.508845126591,655.2,0.0002429008483886,10,524913.0666666667,SPOOFING
54930,7,32.0,6,238.0,2175.807438916844,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15000,1500,1500,1500.0,0.0,1500.0,0.0004960060119628,10,0.0,SPOOFING
54931,8,8.0,17,128.0,1484.1314886238986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8704,123,1199,870.4,505.3964780249265,870.4,0.0006844997406005,10,255425.60000000003,SPOOFING
54932,9,30.8,6,63.2,7912.288247500472,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18134,164,2962,1813.4,895.4333773840092,1813.4,0.0001634836196899,10,801800.9333333333,SPOOFING
54933,10,32.0,6,62.4,3001.0761305094447,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3776,66,1738,377.6,659.104982364553,377.6,0.0003333091735839,10,434419.37777777785,SPOOFING
54934,11,32.0,6,56.8,370.5641107194289,0.0,0.0,0.0,0.7,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19432,66,2954,1943.2,974.6257173340384,1943.2,0.0027233839035034,10,949895.2888888888,SPOOFING
